,X,Y,name,operator,wheelchair,com_insee,com_nom,Type,type,Type_détaillé,geometry,0
0,2.3250525,48.8670245997253,cour des comptes,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3250525 48.8670245997253),12514
0,2.3250525,48.8670245997253,cour des comptes,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3250525 48.8670245997253),12515
0,2.3250525,48.8670245997253,cour des comptes,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3250525 48.8670245997253),12640
0,2.3250525,48.8670245997253,cour des comptes,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3250525 48.8670245997253),12641
0,2.3250525,48.8670245997253,cour des comptes,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3250525 48.8670245997253),12766
0,2.3250525,48.8670245997253,cour des comptes,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3250525 48.8670245997253),12767
1,2.3333655,48.8751728997233,maison départementale des personnes handicapées,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3333655 48.8751728997233),12639
1,2.3333655,48.8751728997233,maison départementale des personnes handicapées,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3333655 48.8751728997233),12640
1,2.3333655,48.8751728997233,maison départementale des personnes handicapées,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3333655 48.8751728997233),12765
1,2.3333655,48.8751728997233,maison départementale des personnes handicapées,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3333655 48.8751728997233),12766
1,2.3333655,48.8751728997233,maison départementale des personnes handicapées,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3333655 48.8751728997233),12891
1,2.3333655,48.8751728997233,maison départementale des personnes handicapées,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3333655 48.8751728997233),12892
2,2.5413882,48.827867299735,trésor public,Missing,Missing,94079.0,villiers-sur-marne,public_service,government,Organisme gouvernemental,POINT (2.5413882 48.827867299735),15543
2,2.5413882,48.827867299735,trésor public,Missing,Missing,94079.0,villiers-sur-marne,public_service,government,Organisme gouvernemental,POINT (2.5413882 48.827867299735),15669
2,2.5413882,48.827867299735,trésor public,Missing,Missing,94079.0,villiers-sur-marne,public_service,government,Organisme gouvernemental,POINT (2.5413882 48.827867299735),15670
2,2.5413882,48.827867299735,trésor public,Missing,Missing,94079.0,villiers-sur-marne,public_service,government,Organisme gouvernemental,POINT (2.5413882 48.827867299735),15795
3,2.4646222,48.7934511997435,maison de l'adolescent- paej association espoir,Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4646222 48.7934511997435),14538
3,2.4646222,48.7934511997435,maison de l'adolescent- paej association espoir,Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4646222 48.7934511997435),14539
3,2.4646222,48.7934511997435,maison de l'adolescent- paej association espoir,Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4646222 48.7934511997435),14664
3,2.4646222,48.7934511997435,maison de l'adolescent- paej association espoir,Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4646222 48.7934511997435),14665
3,2.4646222,48.7934511997435,maison de l'adolescent- paej association espoir,Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4646222 48.7934511997435),14791
4,2.4647111,48.7935609997435,centre de pmi de la terrasse (protection maternelle et infantile),Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4647111 48.7935609997435),14538
4,2.4647111,48.7935609997435,centre de pmi de la terrasse (protection maternelle et infantile),Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4647111 48.7935609997435),14539
4,2.4647111,48.7935609997435,centre de pmi de la terrasse (protection maternelle et infantile),Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4647111 48.7935609997435),14664
4,2.4647111,48.7935609997435,centre de pmi de la terrasse (protection maternelle et infantile),Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4647111 48.7935609997435),14665
4,2.4647111,48.7935609997435,centre de pmi de la terrasse (protection maternelle et infantile),Missing,Missing,94028.0,créteil,public_service,government,Organisme gouvernemental,POINT (2.4647111 48.7935609997435),14791
5,2.0808497,49.0346341996838,cergy-pontoise aménagement,Missing,Missing,95127.0,cergy,public_service,government,Organisme gouvernemental,POINT (2.0808497 49.0346341996838),9094
5,2.0808497,49.0346341996838,cergy-pontoise aménagement,Missing,Missing,95127.0,cergy,public_service,government,Organisme gouvernemental,POINT (2.0808497 49.0346341996838),9219
5,2.0808497,49.0346341996838,cergy-pontoise aménagement,Missing,Missing,95127.0,cergy,public_service,government,Organisme gouvernemental,POINT (2.0808497 49.0346341996838),9220
5,2.0808497,49.0346341996838,cergy-pontoise aménagement,Missing,Missing,95127.0,cergy,public_service,government,Organisme gouvernemental,POINT (2.0808497 49.0346341996838),9346
6,2.5430209,48.827968599735,service culturel : l'atelier,Missing,Missing,94079.0,villiers-sur-marne,public_service,public_building,Service de conseil,POINT (2.5430209 48.827968599735),15543
6,2.5430209,48.827968599735,service culturel : l'atelier,Missing,Missing,94079.0,villiers-sur-marne,public_service,public_building,Service de conseil,POINT (2.5430209 48.827968599735),15669
6,2.5430209,48.827968599735,service culturel : l'atelier,Missing,Missing,94079.0,villiers-sur-marne,public_service,public_building,Service de conseil,POINT (2.5430209 48.827968599735),15795
7,2.5410085,48.8290443997347,centre municipal de soins,Missing,Missing,94079.0,villiers-sur-marne,public_service,public_building,Service de conseil,POINT (2.5410085 48.8290443997347),15543
7,2.5410085,48.8290443997347,centre municipal de soins,Missing,Missing,94079.0,villiers-sur-marne,public_service,public_building,Service de conseil,POINT (2.5410085 48.8290443997347),15668
7,2.5410085,48.8290443997347,centre municipal de soins,Missing,Missing,94079.0,villiers-sur-marne,public_service,public_building,Service de conseil,POINT (2.5410085 48.8290443997347),15669
7,2.5410085,48.8290443997347,centre municipal de soins,Missing,Missing,94079.0,villiers-sur-marne,public_service,public_building,Service de conseil,POINT (2.5410085 48.8290443997347),15795
8,1.8139161,48.7079575997648,mairie des bréviaires,Missing,Missing,78108.0,les bréviaires,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8139161 48.7079575997648),5350
8,1.8139161,48.7079575997648,mairie des bréviaires,Missing,Missing,78108.0,les bréviaires,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8139161 48.7079575997648),5476
8,1.8139161,48.7079575997648,mairie des bréviaires,Missing,Missing,78108.0,les bréviaires,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8139161 48.7079575997648),5477
8,1.8139161,48.7079575997648,mairie des bréviaires,Missing,Missing,78108.0,les bréviaires,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8139161 48.7079575997648),5602
8,1.8139161,48.7079575997648,mairie des bréviaires,Missing,Missing,78108.0,les bréviaires,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8139161 48.7079575997648),5603
9,1.9485906,48.7213699997614,lévis-saint-nom,Missing,Missing,78334.0,lévis-saint-nom,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9485906 48.7213699997614),7239
9,1.9485906,48.7213699997614,lévis-saint-nom,Missing,Missing,78334.0,lévis-saint-nom,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9485906 48.7213699997614),7364
9,1.9485906,48.7213699997614,lévis-saint-nom,Missing,Missing,78334.0,lévis-saint-nom,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9485906 48.7213699997614),7365
9,1.9485906,48.7213699997614,lévis-saint-nom,Missing,Missing,78334.0,lévis-saint-nom,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9485906 48.7213699997614),7491
10,1.6304024,48.8914895997192,Missing,Missing,Missing,78417.0,montchauvet,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6304024 48.8914895997192),2810
10,1.6304024,48.8914895997192,Missing,Missing,Missing,78417.0,montchauvet,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6304024 48.8914895997192),2935
10,1.6304024,48.8914895997192,Missing,Missing,Missing,78417.0,montchauvet,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6304024 48.8914895997192),2936
10,1.6304024,48.8914895997192,Missing,Missing,Missing,78417.0,montchauvet,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6304024 48.8914895997192),3062
11,1.677882,48.997339799693,centre des finances publiques,Missing,Missing,78361.0,mantes-la-jolie,public_service,public_building,Service de conseil,POINT (1.677882 48.997339799693),3428
11,1.677882,48.997339799693,centre des finances publiques,Missing,Missing,78361.0,mantes-la-jolie,public_service,public_building,Service de conseil,POINT (1.677882 48.997339799693),3554
11,1.677882,48.997339799693,centre des finances publiques,Missing,Missing,78361.0,mantes-la-jolie,public_service,public_building,Service de conseil,POINT (1.677882 48.997339799693),3555
11,1.677882,48.997339799693,centre des finances publiques,Missing,Missing,78361.0,mantes-la-jolie,public_service,public_building,Service de conseil,POINT (1.677882 48.997339799693),3680
12,1.6185455,48.9029525997164,Missing,Missing,Missing,78192.0,dammartin-en-serve,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6185455 48.9029525997164),2682
12,1.6185455,48.9029525997164,Missing,Missing,Missing,78192.0,dammartin-en-serve,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6185455 48.9029525997164),2683
12,1.6185455,48.9029525997164,Missing,Missing,Missing,78192.0,dammartin-en-serve,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6185455 48.9029525997164),2808
12,1.6185455,48.9029525997164,Missing,Missing,Missing,78192.0,dammartin-en-serve,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.6185455 48.9029525997164),2809
13,1.9865856,48.8212340997366,mairie des clayes-sous-bois,Missing,yes,78165.0,les clayes-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9865856 48.8212340997366),7732
13,1.9865856,48.8212340997366,mairie des clayes-sous-bois,Missing,yes,78165.0,les clayes-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9865856 48.8212340997366),7857
13,1.9865856,48.8212340997366,mairie des clayes-sous-bois,Missing,yes,78165.0,les clayes-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9865856 48.8212340997366),7858
13,1.9865856,48.8212340997366,mairie des clayes-sous-bois,Missing,yes,78165.0,les clayes-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9865856 48.8212340997366),7983
13,1.9865856,48.8212340997366,mairie des clayes-sous-bois,Missing,yes,78165.0,les clayes-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.9865856 48.8212340997366),7984
14,2.5091224,48.9470922997054,mairie annexe,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.5091224 48.9470922997054),15151
14,2.5091224,48.9470922997054,mairie annexe,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.5091224 48.9470922997054),15152
14,2.5091224,48.9470922997054,mairie annexe,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.5091224 48.9470922997054),15277
14,2.5091224,48.9470922997054,mairie annexe,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.5091224 48.9470922997054),15278
14,2.5091224,48.9470922997054,mairie annexe,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.5091224 48.9470922997054),15404
15,2.4994116,48.9330824997089,centre administratif de la mairie d'aulnay-sous-bois,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.4994116 48.9330824997089),15027
15,2.4994116,48.9330824997089,centre administratif de la mairie d'aulnay-sous-bois,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.4994116 48.9330824997089),15028
15,2.4994116,48.9330824997089,centre administratif de la mairie d'aulnay-sous-bois,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.4994116 48.9330824997089),15153
15,2.4994116,48.9330824997089,centre administratif de la mairie d'aulnay-sous-bois,Missing,Missing,93005.0,aulnay-sous-bois,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.4994116 48.9330824997089),15154
16,2.2942182,48.5296973998089,"maison des jeunes ""l'escale""",Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.2942182 48.5296973998089),12174
16,2.2942182,48.5296973998089,"maison des jeunes ""l'escale""",Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.2942182 48.5296973998089),12175
16,2.2942182,48.5296973998089,"maison des jeunes ""l'escale""",Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.2942182 48.5296973998089),12300
16,2.2942182,48.5296973998089,"maison des jeunes ""l'escale""",Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.2942182 48.5296973998089),12301
16,2.2942182,48.5296973998089,"maison des jeunes ""l'escale""",Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.2942182 48.5296973998089),12426
17,2.294204,48.5295150998089,salle rené cassin,Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.294204 48.5295150998089),12174
17,2.294204,48.5295150998089,salle rené cassin,Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.294204 48.5295150998089),12175
17,2.294204,48.5295150998089,salle rené cassin,Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.294204 48.5295150998089),12300
17,2.294204,48.5295150998089,salle rené cassin,Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.294204 48.5295150998089),12301
17,2.294204,48.5295150998089,salle rené cassin,Missing,Missing,91330.0,lardy,public_service,public_building,Service de conseil,POINT (2.294204 48.5295150998089),12426
18,2.4506862,48.9862571996957,centre des finances publiques,Missing,Missing,95277.0,gonesse,public_service,government,Organisme gouvernemental,POINT (2.4506862 48.9862571996957),14265
18,2.4506862,48.9862571996957,centre des finances publiques,Missing,Missing,95277.0,gonesse,public_service,government,Organisme gouvernemental,POINT (2.4506862 48.9862571996957),14266
18,2.4506862,48.9862571996957,centre des finances publiques,Missing,Missing,95277.0,gonesse,public_service,government,Organisme gouvernemental,POINT (2.4506862 48.9862571996957),14391
18,2.4506862,48.9862571996957,centre des finances publiques,Missing,Missing,95277.0,gonesse,public_service,government,Organisme gouvernemental,POINT (2.4506862 48.9862571996957),14392
18,2.4506862,48.9862571996957,centre des finances publiques,Missing,Missing,95277.0,gonesse,public_service,government,Organisme gouvernemental,POINT (2.4506862 48.9862571996957),14517
18,2.4506862,48.9862571996957,centre des finances publiques,Missing,Missing,95277.0,gonesse,public_service,government,Organisme gouvernemental,POINT (2.4506862 48.9862571996957),14518
19,1.8329224,48.9706817996996,mairie annexe d'épône,Missing,Missing,78217.0,épône,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8329224 48.9706817996996),5573
19,1.8329224,48.9706817996996,mairie annexe d'épône,Missing,Missing,78217.0,épône,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8329224 48.9706817996996),5699
19,1.8329224,48.9706817996996,mairie annexe d'épône,Missing,Missing,78217.0,épône,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8329224 48.9706817996996),5700
19,1.8329224,48.9706817996996,mairie annexe d'épône,Missing,Missing,78217.0,épône,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8329224 48.9706817996996),5825
19,1.8329224,48.9706817996996,mairie annexe d'épône,Missing,Missing,78217.0,épône,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8329224 48.9706817996996),5826
20,1.4831704,49.0155299996885,Missing,Missing,Missing,78147.0,chaufour-lès-bonnières,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.4831704 49.0155299996885),654
20,1.4831704,49.0155299996885,Missing,Missing,Missing,78147.0,chaufour-lès-bonnières,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.4831704 49.0155299996885),780
20,1.4831704,49.0155299996885,Missing,Missing,Missing,78147.0,chaufour-lès-bonnières,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.4831704 49.0155299996885),781
20,1.4831704,49.0155299996885,Missing,Missing,Missing,78147.0,chaufour-lès-bonnières,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.4831704 49.0155299996885),906
20,1.4831704,49.0155299996885,Missing,Missing,Missing,78147.0,chaufour-lès-bonnières,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.4831704 49.0155299996885),907
21,2.29868,48.872246599724,services consulaires de chine,Missing,Missing,75056.0,paris,public_service,diplomatic,Diplomatique,POINT (2.29868 48.872246599724),12136
21,2.29868,48.872246599724,services consulaires de chine,Missing,Missing,75056.0,paris,public_service,diplomatic,Diplomatique,POINT (2.29868 48.872246599724),12262
21,2.29868,48.872246599724,services consulaires de chine,Missing,Missing,75056.0,paris,public_service,diplomatic,Diplomatique,POINT (2.29868 48.872246599724),12263
21,2.29868,48.872246599724,services consulaires de chine,Missing,Missing,75056.0,paris,public_service,diplomatic,Diplomatique,POINT (2.29868 48.872246599724),12388
22,2.3110496,48.8623480997264,association des maires de france,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3110496 48.8623480997264),12389
22,2.3110496,48.8623480997264,association des maires de france,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3110496 48.8623480997264),12390
22,2.3110496,48.8623480997264,association des maires de france,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3110496 48.8623480997264),12515
22,2.3110496,48.8623480997264,association des maires de france,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3110496 48.8623480997264),12516
22,2.3110496,48.8623480997264,association des maires de france,Missing,Missing,75056.0,paris,public_service,government,Organisme gouvernemental,POINT (2.3110496 48.8623480997264),12641
23,1.8457876,48.9720912996992,mairie annexe d'aubergenville,Missing,Missing,78029.0,aubergenville,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8457876 48.9720912996992),5825
23,1.8457876,48.9720912996992,mairie annexe d'aubergenville,Missing,Missing,78029.0,aubergenville,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8457876 48.9720912996992),5950
23,1.8457876,48.9720912996992,mairie annexe d'aubergenville,Missing,Missing,78029.0,aubergenville,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8457876 48.9720912996992),5951
23,1.8457876,48.9720912996992,mairie annexe d'aubergenville,Missing,Missing,78029.0,aubergenville,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.8457876 48.9720912996992),6077
24,2.9581981,48.824031199736,marie de guérard,Missing,Missing,77219.0,guérard,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.9581981 48.824031199736),21465
24,2.9581981,48.824031199736,marie de guérard,Missing,Missing,77219.0,guérard,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.9581981 48.824031199736),21466
24,2.9581981,48.824031199736,marie de guérard,Missing,Missing,77219.0,guérard,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.9581981 48.824031199736),21591
24,2.9581981,48.824031199736,marie de guérard,Missing,Missing,77219.0,guérard,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.9581981 48.824031199736),21592
25,2.8905104,48.6064001997899,mairie de mormant,Missing,Missing,77317.0,mormant,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.8905104 48.6064001997899),20481
25,2.8905104,48.6064001997899,mairie de mormant,Missing,Missing,77317.0,mormant,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.8905104 48.6064001997899),20482
25,2.8905104,48.6064001997899,mairie de mormant,Missing,Missing,77317.0,mormant,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.8905104 48.6064001997899),20607
25,2.8905104,48.6064001997899,mairie de mormant,Missing,Missing,77317.0,mormant,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.8905104 48.6064001997899),20608
25,2.8905104,48.6064001997899,mairie de mormant,Missing,Missing,77317.0,mormant,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.8905104 48.6064001997899),20733
25,2.8905104,48.6064001997899,mairie de mormant,Missing,Missing,77317.0,mormant,public_service,townhall,Mairie ou Hôtel de ville,POINT (2.8905104 48.6064001997899),20734
26,2.5052169,48.8001745997419,centre départemental de pmi - centre de santé,Missing,Missing,94068.0,saint-maur-des-fossés,public_service,public_building,Service de conseil,POINT (2.5052169 48.8001745997419),15042
26,2.5052169,48.8001745997419,centre départemental de pmi - centre de santé,Missing,Missing,94068.0,saint-maur-des-fossés,public_service,public_building,Service de conseil,POINT (2.5052169 48.8001745997419),15168
26,2.5052169,48.8001745997419,centre départemental de pmi - centre de santé,Missing,Missing,94068.0,saint-maur-des-fossés,public_service,public_building,Service de conseil,POINT (2.5052169 48.8001745997419),15169
26,2.5052169,48.8001745997419,centre départemental de pmi - centre de santé,Missing,Missing,94068.0,saint-maur-des-fossés,public_service,public_building,Service de conseil,POINT (2.5052169 48.8001745997419),15294
27,2.2078971,48.8926812997189,sécurité sociale,Missing,Missing,92050.0,nanterre,public_service,social_facility,Autre,POINT (2.2078971 48.8926812997189),10874
27,2.2078971,48.8926812997189,sécurité sociale,Missing,Missing,92050.0,nanterre,public_service,social_facility,Autre,POINT (2.2078971 48.8926812997189),10999
27,2.2078971,48.8926812997189,sécurité sociale,Missing,Missing,92050.0,nanterre,public_service,social_facility,Autre,POINT (2.2078971 48.8926812997189),11000
27,2.2078971,48.8926812997189,sécurité sociale,Missing,Missing,92050.0,nanterre,public_service,social_facility,Autre,POINT (2.2078971 48.8926812997189),11126
28,1.515347,48.9940244996938,Missing,Missing,Missing,78344.0,lommoye,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.515347 48.9940244996938),1160
28,1.515347,48.9940244996938,Missing,Missing,Missing,78344.0,lommoye,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.515347 48.9940244996938),1161
28,1.515347,48.9940244996938,Missing,Missing,Missing,78344.0,lommoye,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.515347 48.9940244996938),1286
28,1.515347,48.9940244996938,Missing,Missing,Missing,78344.0,lommoye,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.515347 48.9940244996938),1287
28,1.515347,48.9940244996938,Missing,Missing,Missing,78344.0,lommoye,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.515347 48.9940244996938),1412
28,1.515347,48.9940244996938,Missing,Missing,Missing,78344.0,lommoye,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.515347 48.9940244996938),1413
29,2.1281853,48.9077049997152,ateliers municipaux,commune du vésinet,Missing,78146.0,chatou,public_service,public_building,Service de conseil,POINT (2.1281853 48.9077049997152),9738
29,2.1281853,48.9077049997152,ateliers municipaux,commune du vésinet,Missing,78146.0,chatou,public_service,public_building,Service de conseil,POINT (2.1281853 48.9077049997152),9864
29,2.1281853,48.9077049997152,ateliers municipaux,commune du vésinet,Missing,78146.0,chatou,public_service,public_building,Service de conseil,POINT (2.1281853 48.9077049997152),9865
29,2.1281853,48.9077049997152,ateliers municipaux,commune du vésinet,Missing,78146.0,chatou,public_service,public_building,Service de conseil,POINT (2.1281853 48.9077049997152),9990
30,3.2520809,48.8739808997236,Missing,Missing,Missing,77472.0,la trétoire,public_service,townhall,Mairie ou Hôtel de ville,POINT (3.2520809 48.8739808997236),25492
30,3.2520809,48.8739808997236,Missing,Missing,Missing,77472.0,la trétoire,public_service,townhall,Mairie ou Hôtel de ville,POINT (3.2520809 48.8739808997236),25617
30,3.2520809,48.8739808997236,Missing,Missing,Missing,77472.0,la trétoire,public_service,townhall,Mairie ou Hôtel de ville,POINT (3.2520809 48.8739808997236),25618
30,3.2520809,48.8739808997236,Missing,Missing,Missing,77472.0,la trétoire,public_service,townhall,Mairie ou Hôtel de ville,POINT (3.2520809 48.8739808997236),25744
31,2.3958309,48.7055702997653,antenne administrative du val,Missing,Missing,91027.0,athis-mons,public_service,government,Organisme gouvernemental,POINT (2.3958309 48.7055702997653),13540
31,2.3958309,48.7055702997653,antenne administrative du val,Missing,Missing,91027.0,athis-mons,public_service,government,Organisme gouvernemental,POINT (2.3958309 48.7055702997653),13541
31,2.3958309,48.7055702997653,antenne administrative du val,Missing,Missing,91027.0,athis-mons,public_service,government,Organisme gouvernemental,POINT (2.3958309 48.7055702997653),13666
31,2.3958309,48.7055702997653,antenne administrative du val,Missing,Missing,91027.0,athis-mons,public_service,government,Organisme gouvernemental,POINT (2.3958309 48.7055702997653),13667
31,2.3958309,48.7055702997653,antenne administrative du val,Missing,Missing,91027.0,athis-mons,public_service,government,Organisme gouvernemental,POINT (2.3958309 48.7055702997653),13792
31,2.3958309,48.7055702997653,antenne administrative du val,Missing,Missing,91027.0,athis-mons,public_service,government,Organisme gouvernemental,POINT (2.3958309 48.7055702997653),13793
32,1.7646756,48.8055477997406,Missing,Missing,Missing,78513.0,la queue-les-yvelines,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.7646756 48.8055477997406),4709
32,1.7646756,48.8055477997406,Missing,Missing,Missing,78513.0,la queue-les-yvelines,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.7646756 48.8055477997406),4710
32,1.7646756,48.8055477997406,Missing,Missing,Missing,78513.0,la queue-les-yvelines,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.7646756 48.8055477997406),4835
32,1.7646756,48.8055477997406,Missing,Missing,Missing,78513.0,la queue-les-yvelines,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.7646756 48.8055477997406),4836
32,1.7646756,48.8055477997406,Missing,Missing,Missing,78513.0,la queue-les-yvelines,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.7646756 48.8055477997406),4961
32,1.7646756,48.8055477997406,Missing,Missing,Missing,78513.0,la queue-les-yvelines,public_service,townhall,Mairie ou Hôtel de ville,POINT (1.7646756 48.8055477997406),4962
33,2.2509328,48.9458250997058,maison de la petite enfance,Missing,Missing,95018.0,argenteuil,public_service,government,Organisme gouvernemental,POINT (2.2509328 48.9458250997058),11498
33,2.2509328,48.9458250997058,maison de la petite enfance,Missing,Missing,95018.0,argenteuil,public_service,government,Organisme gouvernemental,POINT (2.2509328 48.9458250997058),11623
33,2.2509328,48.9458250997058,maison de la petite enfance,Missing,Missing,95018.0,argenteuil,public_service,government,Organisme gouvernemental,POINT (2.2509328 48.9458250997058),11624
33,2.2509328,48.9458250997058,maison de la petite enfance,Missing,Missing,95018.0,argenteuil,public_service,government,Organisme gouvernemental,POINT (2.2509328 48.9458250997058),11750
34,2.2594813,48.8840921997211,trésorerie de neuilly-sur-seine,Missing,Missing,92051.0,neuilly-sur-seine,public_service,public_building,Service de conseil,POINT (2.2594813 48.8840921997211),11630
34,2.2594813,48.8840921997211,trésorerie de neuilly-sur-seine,Missing,Missing,92051.0,neuilly-sur-seine,public_service,public_building,Service de conseil,POINT (2.2594813 48.8840921997211),11631
34,2.2594813,48.8840921997211,trésorerie de neuilly-sur-seine,Missing,Missing,92051.0,neuilly-sur-seine,public_service,public_building,Service de conseil,POINT (2.2594813 48.8840921997211),11756
34,2.2594813,48.8840921997211,trésorerie de neuilly-sur-seine,Missing,Missing,92051.0,neuilly-sur-seine,public_service,public_building,Service de conseil,POINT (2.2594813 48.8840921997211),11757
