,X,Y,name,com_insee,com_nom,Type,geometry,0
0,2.64890655066738,48.8557720701838,Cimetière de Torcy,77468,Torcy,cemetery,POINT (2.64890655066738 48.8557720701838),17052
0,2.64890655066738,48.8557720701838,Cimetière de Torcy,77468,Torcy,cemetery,POINT (2.64890655066738 48.8557720701838),17177
0,2.64890655066738,48.8557720701838,Cimetière de Torcy,77468,Torcy,cemetery,POINT (2.64890655066738 48.8557720701838),17178
0,2.64890655066738,48.8557720701838,Cimetière de Torcy,77468,Torcy,cemetery,POINT (2.64890655066738 48.8557720701838),17304
1,2.63298193409295,48.8477128627444,Cimetière de Noisiel,77337,Noisiel,cemetery,POINT (2.63298193409295 48.8477128627444),16801
1,2.63298193409295,48.8477128627444,Cimetière de Noisiel,77337,Noisiel,cemetery,POINT (2.63298193409295 48.8477128627444),16926
1,2.63298193409295,48.8477128627444,Cimetière de Noisiel,77337,Noisiel,cemetery,POINT (2.63298193409295 48.8477128627444),16927
1,2.63298193409295,48.8477128627444,Cimetière de Noisiel,77337,Noisiel,cemetery,POINT (2.63298193409295 48.8477128627444),17052
1,2.63298193409295,48.8477128627444,Cimetière de Noisiel,77337,Noisiel,cemetery,POINT (2.63298193409295 48.8477128627444),17053
2,2.50327324942536,48.8177368815993,Ancien cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50327324942536 48.8177368815993),15040
2,2.50327324942536,48.8177368815993,Ancien cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50327324942536 48.8177368815993),15166
2,2.50327324942536,48.8177368815993,Ancien cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50327324942536 48.8177368815993),15167
2,2.50327324942536,48.8177368815993,Ancien cimetière de Champigny-sur-Marne,94017,Champigny-sur-Marne,cemetery,POINT (2.50327324942536 48.8177368815993),15292
3,2.28508983653594,48.8625307450062,Cimetière de Passy,75056,Paris,cemetery,POINT (2.28508983653594 48.8625307450062),12011
3,2.28508983653594,48.8625307450062,Cimetière de Passy,75056,Paris,cemetery,POINT (2.28508983653594 48.8625307450062),12012
3,2.28508983653594,48.8625307450062,Cimetière de Passy,75056,Paris,cemetery,POINT (2.28508983653594 48.8625307450062),12137
3,2.28508983653594,48.8625307450062,Cimetière de Passy,75056,Paris,cemetery,POINT (2.28508983653594 48.8625307450062),12138
3,2.28508983653594,48.8625307450062,Cimetière de Passy,75056,Paris,cemetery,POINT (2.28508983653594 48.8625307450062),12263
4,2.27976364089938,48.8413242383764,Cimetière de Grenelle,75056,Paris,cemetery,POINT (2.27976364089938 48.8413242383764),11887
4,2.27976364089938,48.8413242383764,Cimetière de Grenelle,75056,Paris,cemetery,POINT (2.27976364089938 48.8413242383764),11888
4,2.27976364089938,48.8413242383764,Cimetière de Grenelle,75056,Paris,cemetery,POINT (2.27976364089938 48.8413242383764),12013
4,2.27976364089938,48.8413242383764,Cimetière de Grenelle,75056,Paris,cemetery,POINT (2.27976364089938 48.8413242383764),12014
4,2.27976364089938,48.8413242383764,Cimetière de Grenelle,75056,Paris,cemetery,POINT (2.27976364089938 48.8413242383764),12139
4,2.27976364089938,48.8413242383764,Cimetière de Grenelle,75056,Paris,cemetery,POINT (2.27976364089938 48.8413242383764),12140
5,2.28463465368892,48.8383623536054,Cimetière de Vaugirard,75056,Paris,cemetery,POINT (2.28463465368892 48.8383623536054),12013
5,2.28463465368892,48.8383623536054,Cimetière de Vaugirard,75056,Paris,cemetery,POINT (2.28463465368892 48.8383623536054),12014
5,2.28463465368892,48.8383623536054,Cimetière de Vaugirard,75056,Paris,cemetery,POINT (2.28463465368892 48.8383623536054),12139
5,2.28463465368892,48.8383623536054,Cimetière de Vaugirard,75056,Paris,cemetery,POINT (2.28463465368892 48.8383623536054),12140
5,2.28463465368892,48.8383623536054,Cimetière de Vaugirard,75056,Paris,cemetery,POINT (2.28463465368892 48.8383623536054),12266
6,2.23886025590812,48.8148111577033,Cimetière des Longs Réages,92048,Meudon,cemetery,POINT (2.23886025590812 48.8148111577033),11386
6,2.23886025590812,48.8148111577033,Cimetière des Longs Réages,92048,Meudon,cemetery,POINT (2.23886025590812 48.8148111577033),11387
6,2.23886025590812,48.8148111577033,Cimetière des Longs Réages,92048,Meudon,cemetery,POINT (2.23886025590812 48.8148111577033),11512
6,2.23886025590812,48.8148111577033,Cimetière des Longs Réages,92048,Meudon,cemetery,POINT (2.23886025590812 48.8148111577033),11513
7,2.63297667853487,48.8399979861978,Cimetière de Lognes,77258,Lognes,cemetery,POINT (2.63297667853487 48.8399979861978),16802
7,2.63297667853487,48.8399979861978,Cimetière de Lognes,77258,Lognes,cemetery,POINT (2.63297667853487 48.8399979861978),16927
7,2.63297667853487,48.8399979861978,Cimetière de Lognes,77258,Lognes,cemetery,POINT (2.63297667853487 48.8399979861978),16928
7,2.63297667853487,48.8399979861978,Cimetière de Lognes,77258,Lognes,cemetery,POINT (2.63297667853487 48.8399979861978),17053
7,2.63297667853487,48.8399979861978,Cimetière de Lognes,77258,Lognes,cemetery,POINT (2.63297667853487 48.8399979861978),17054
8,2.74397682551993,48.9401892240089,Missing,77196,Fresnes-sur-Marne,cemetery,POINT (2.74397682551993 48.9401892240089),18428
8,2.74397682551993,48.9401892240089,Missing,77196,Fresnes-sur-Marne,cemetery,POINT (2.74397682551993 48.9401892240089),18429
8,2.74397682551993,48.9401892240089,Missing,77196,Fresnes-sur-Marne,cemetery,POINT (2.74397682551993 48.9401892240089),18554
8,2.74397682551993,48.9401892240089,Missing,77196,Fresnes-sur-Marne,cemetery,POINT (2.74397682551993 48.9401892240089),18555
9,2.76000045675164,48.8387068587946,Missing,77237,Jossigny,cemetery,POINT (2.76000045675164 48.8387068587946),18566
9,2.76000045675164,48.8387068587946,Missing,77237,Jossigny,cemetery,POINT (2.76000045675164 48.8387068587946),18691
9,2.76000045675164,48.8387068587946,Missing,77237,Jossigny,cemetery,POINT (2.76000045675164 48.8387068587946),18692
9,2.76000045675164,48.8387068587946,Missing,77237,Jossigny,cemetery,POINT (2.76000045675164 48.8387068587946),18817
9,2.76000045675164,48.8387068587946,Missing,77237,Jossigny,cemetery,POINT (2.76000045675164 48.8387068587946),18818
10,1.71587024492946,48.8679081954261,Missing,78475,Osmoy,cemetery,POINT (1.71587024492946 48.8679081954261),3947
10,1.71587024492946,48.8679081954261,Missing,78475,Osmoy,cemetery,POINT (1.71587024492946 48.8679081954261),4072
10,1.71587024492946,48.8679081954261,Missing,78475,Osmoy,cemetery,POINT (1.71587024492946 48.8679081954261),4073
10,1.71587024492946,48.8679081954261,Missing,78475,Osmoy,cemetery,POINT (1.71587024492946 48.8679081954261),4198
10,1.71587024492946,48.8679081954261,Missing,78475,Osmoy,cemetery,POINT (1.71587024492946 48.8679081954261),4199
11,1.675176953365,48.8630576575022,Missing,78505,Prunay-le-Temple,cemetery,POINT (1.675176953365 48.8630576575022),3443
11,1.675176953365,48.8630576575022,Missing,78505,Prunay-le-Temple,cemetery,POINT (1.675176953365 48.8630576575022),3569
11,1.675176953365,48.8630576575022,Missing,78505,Prunay-le-Temple,cemetery,POINT (1.675176953365 48.8630576575022),3570
11,1.675176953365,48.8630576575022,Missing,78505,Prunay-le-Temple,cemetery,POINT (1.675176953365 48.8630576575022),3695
12,1.67476950442908,48.835556971157,Missing,78605,Tacoignières,cemetery,POINT (1.67476950442908 48.835556971157),3446
12,1.67476950442908,48.835556971157,Missing,78605,Tacoignières,cemetery,POINT (1.67476950442908 48.835556971157),3447
12,1.67476950442908,48.835556971157,Missing,78605,Tacoignières,cemetery,POINT (1.67476950442908 48.835556971157),3572
12,1.67476950442908,48.835556971157,Missing,78605,Tacoignières,cemetery,POINT (1.67476950442908 48.835556971157),3573
12,1.67476950442908,48.835556971157,Missing,78605,Tacoignières,cemetery,POINT (1.67476950442908 48.835556971157),3698
13,1.7028094607799,48.8289193289557,Missing,78465,Orgerus,cemetery,POINT (1.7028094607799 48.8289193289557),3825
13,1.7028094607799,48.8289193289557,Missing,78465,Orgerus,cemetery,POINT (1.7028094607799 48.8289193289557),3950
13,1.7028094607799,48.8289193289557,Missing,78465,Orgerus,cemetery,POINT (1.7028094607799 48.8289193289557),3951
13,1.7028094607799,48.8289193289557,Missing,78465,Orgerus,cemetery,POINT (1.7028094607799 48.8289193289557),4077
14,1.74453542064689,48.8522671231429,Cimetière de Flexanville,78236,Flexanville,cemetery,POINT (1.74453542064689 48.8522671231429),4452
14,1.74453542064689,48.8522671231429,Cimetière de Flexanville,78236,Flexanville,cemetery,POINT (1.74453542064689 48.8522671231429),4453
14,1.74453542064689,48.8522671231429,Cimetière de Flexanville,78236,Flexanville,cemetery,POINT (1.74453542064689 48.8522671231429),4578
14,1.74453542064689,48.8522671231429,Cimetière de Flexanville,78236,Flexanville,cemetery,POINT (1.74453542064689 48.8522671231429),4579
15,1.705713515785,48.9494495557483,Missing,78031,Auffreville-Brasseuil,cemetery,POINT (1.705713515785 48.9494495557483),3811
15,1.705713515785,48.9494495557483,Missing,78031,Auffreville-Brasseuil,cemetery,POINT (1.705713515785 48.9494495557483),3812
15,1.705713515785,48.9494495557483,Missing,78031,Auffreville-Brasseuil,cemetery,POINT (1.705713515785 48.9494495557483),3937
15,1.705713515785,48.9494495557483,Missing,78031,Auffreville-Brasseuil,cemetery,POINT (1.705713515785 48.9494495557483),3938
15,1.705713515785,48.9494495557483,Missing,78031,Auffreville-Brasseuil,cemetery,POINT (1.705713515785 48.9494495557483),4063
15,1.705713515785,48.9494495557483,Missing,78031,Auffreville-Brasseuil,cemetery,POINT (1.705713515785 48.9494495557483),4064
16,1.71582414344272,48.9444426683963,Missing,78104,Breuil-Bois-Robert,cemetery,POINT (1.71582414344272 48.9444426683963),3938
16,1.71582414344272,48.9444426683963,Missing,78104,Breuil-Bois-Robert,cemetery,POINT (1.71582414344272 48.9444426683963),4064
16,1.71582414344272,48.9444426683963,Missing,78104,Breuil-Bois-Robert,cemetery,POINT (1.71582414344272 48.9444426683963),4065
16,1.71582414344272,48.9444426683963,Missing,78104,Breuil-Bois-Robert,cemetery,POINT (1.71582414344272 48.9444426683963),4190
17,1.73120585496201,48.9081601784933,Cimetière d'Arnouville-Lès-Mantes,78020,Arnouville-lès-Mantes,cemetery,POINT (1.73120585496201 48.9081601784933),4194
17,1.73120585496201,48.9081601784933,Cimetière d'Arnouville-Lès-Mantes,78020,Arnouville-lès-Mantes,cemetery,POINT (1.73120585496201 48.9081601784933),4320
17,1.73120585496201,48.9081601784933,Cimetière d'Arnouville-Lès-Mantes,78020,Arnouville-lès-Mantes,cemetery,POINT (1.73120585496201 48.9081601784933),4321
17,1.73120585496201,48.9081601784933,Cimetière d'Arnouville-Lès-Mantes,78020,Arnouville-lès-Mantes,cemetery,POINT (1.73120585496201 48.9081601784933),4446
18,1.74593768272605,48.946703664515,Missing,78291,Guerville,cemetery,POINT (1.74593768272605 48.946703664515),4441
18,1.74593768272605,48.946703664515,Missing,78291,Guerville,cemetery,POINT (1.74593768272605 48.946703664515),4442
18,1.74593768272605,48.946703664515,Missing,78291,Guerville,cemetery,POINT (1.74593768272605 48.946703664515),4567
18,1.74593768272605,48.946703664515,Missing,78291,Guerville,cemetery,POINT (1.74593768272605 48.946703664515),4568
18,1.74593768272605,48.946703664515,Missing,78291,Guerville,cemetery,POINT (1.74593768272605 48.946703664515),4694
19,1.73492681901754,48.9504946949507,Missing,78291,Guerville,cemetery,POINT (1.73492681901754 48.9504946949507),4189
19,1.73492681901754,48.9504946949507,Missing,78291,Guerville,cemetery,POINT (1.73492681901754 48.9504946949507),4315
19,1.73492681901754,48.9504946949507,Missing,78291,Guerville,cemetery,POINT (1.73492681901754 48.9504946949507),4316
19,1.73492681901754,48.9504946949507,Missing,78291,Guerville,cemetery,POINT (1.73492681901754 48.9504946949507),4441
19,1.73492681901754,48.9504946949507,Missing,78291,Guerville,cemetery,POINT (1.73492681901754 48.9504946949507),4442
20,2.47761301774688,48.8059475322733,Cimetière Rabelais 1,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.47761301774688 48.8059475322733),14663
20,2.47761301774688,48.8059475322733,Cimetière Rabelais 1,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.47761301774688 48.8059475322733),14664
20,2.47761301774688,48.8059475322733,Cimetière Rabelais 1,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.47761301774688 48.8059475322733),14789
20,2.47761301774688,48.8059475322733,Cimetière Rabelais 1,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.47761301774688 48.8059475322733),14790
20,2.47761301774688,48.8059475322733,Cimetière Rabelais 1,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.47761301774688 48.8059475322733),14915
20,2.47761301774688,48.8059475322733,Cimetière Rabelais 1,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.47761301774688 48.8059475322733),14916
21,2.43491893980634,48.8041577271643,Cimetière de Maisons-Alfort,94046,Maisons-Alfort,cemetery,POINT (2.43491893980634 48.8041577271643),14034
21,2.43491893980634,48.8041577271643,Cimetière de Maisons-Alfort,94046,Maisons-Alfort,cemetery,POINT (2.43491893980634 48.8041577271643),14159
21,2.43491893980634,48.8041577271643,Cimetière de Maisons-Alfort,94046,Maisons-Alfort,cemetery,POINT (2.43491893980634 48.8041577271643),14160
21,2.43491893980634,48.8041577271643,Cimetière de Maisons-Alfort,94046,Maisons-Alfort,cemetery,POINT (2.43491893980634 48.8041577271643),14285
21,2.43491893980634,48.8041577271643,Cimetière de Maisons-Alfort,94046,Maisons-Alfort,cemetery,POINT (2.43491893980634 48.8041577271643),14286
22,1.68150930000612,48.9153012999337,Missing,78530,Rosay,cemetery,POINT (1.68150930000612 48.9153012999337),3563
22,1.68150930000612,48.9153012999337,Missing,78530,Rosay,cemetery,POINT (1.68150930000612 48.9153012999337),3564
22,1.68150930000612,48.9153012999337,Missing,78530,Rosay,cemetery,POINT (1.68150930000612 48.9153012999337),3689
22,1.68150930000612,48.9153012999337,Missing,78530,Rosay,cemetery,POINT (1.68150930000612 48.9153012999337),3690
23,1.68076920731149,48.9150690472422,Missing,78530,Rosay,cemetery,POINT (1.68076920731149 48.9150690472422),3437
23,1.68076920731149,48.9150690472422,Missing,78530,Rosay,cemetery,POINT (1.68076920731149 48.9150690472422),3563
23,1.68076920731149,48.9150690472422,Missing,78530,Rosay,cemetery,POINT (1.68076920731149 48.9150690472422),3564
23,1.68076920731149,48.9150690472422,Missing,78530,Rosay,cemetery,POINT (1.68076920731149 48.9150690472422),3689
23,1.68076920731149,48.9150690472422,Missing,78530,Rosay,cemetery,POINT (1.68076920731149 48.9150690472422),3690
24,1.66767557677515,48.9196001728479,Missing,78072,Boinvilliers,cemetery,POINT (1.66767557677515 48.9196001728479),3311
24,1.66767557677515,48.9196001728479,Missing,78072,Boinvilliers,cemetery,POINT (1.66767557677515 48.9196001728479),3436
24,1.66767557677515,48.9196001728479,Missing,78072,Boinvilliers,cemetery,POINT (1.66767557677515 48.9196001728479),3437
24,1.66767557677515,48.9196001728479,Missing,78072,Boinvilliers,cemetery,POINT (1.66767557677515 48.9196001728479),3563
25,1.68932023893818,48.9428755473009,Missing,78647,Vert,cemetery,POINT (1.68932023893818 48.9428755473009),3560
25,1.68932023893818,48.9428755473009,Missing,78647,Vert,cemetery,POINT (1.68932023893818 48.9428755473009),3686
25,1.68932023893818,48.9428755473009,Missing,78647,Vert,cemetery,POINT (1.68932023893818 48.9428755473009),3687
25,1.68932023893818,48.9428755473009,Missing,78647,Vert,cemetery,POINT (1.68932023893818 48.9428755473009),3812
25,1.68932023893818,48.9428755473009,Missing,78647,Vert,cemetery,POINT (1.68932023893818 48.9428755473009),3813
26,1.69499982452487,48.9304553781447,Missing,78677,Villette,cemetery,POINT (1.69499982452487 48.9304553781447),3687
26,1.69499982452487,48.9304553781447,Missing,78677,Villette,cemetery,POINT (1.69499982452487 48.9304553781447),3688
26,1.69499982452487,48.9304553781447,Missing,78677,Villette,cemetery,POINT (1.69499982452487 48.9304553781447),3813
26,1.69499982452487,48.9304553781447,Missing,78677,Villette,cemetery,POINT (1.69499982452487 48.9304553781447),3814
26,1.69499982452487,48.9304553781447,Missing,78677,Villette,cemetery,POINT (1.69499982452487 48.9304553781447),3939
26,1.69499982452487,48.9304553781447,Missing,78677,Villette,cemetery,POINT (1.69499982452487 48.9304553781447),3940
27,1.68059715423941,48.8973845076038,Missing,78591,Septeuil,cemetery,POINT (1.68059715423941 48.8973845076038),3439
27,1.68059715423941,48.8973845076038,Missing,78591,Septeuil,cemetery,POINT (1.68059715423941 48.8973845076038),3565
27,1.68059715423941,48.8973845076038,Missing,78591,Septeuil,cemetery,POINT (1.68059715423941 48.8973845076038),3566
27,1.68059715423941,48.8973845076038,Missing,78591,Septeuil,cemetery,POINT (1.68059715423941 48.8973845076038),3691
27,1.68059715423941,48.8973845076038,Missing,78591,Septeuil,cemetery,POINT (1.68059715423941 48.8973845076038),3692
28,1.79465372086214,48.822890378335,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.79465372086214 48.822890378335),5085
28,1.79465372086214,48.822890378335,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.79465372086214 48.822890378335),5086
28,1.79465372086214,48.822890378335,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.79465372086214 48.822890378335),5211
28,1.79465372086214,48.822890378335,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.79465372086214 48.822890378335),5212
28,1.79465372086214,48.822890378335,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.79465372086214 48.822890378335),5337
28,1.79465372086214,48.822890378335,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.79465372086214 48.822890378335),5338
29,1.7947979723242,48.8204223462603,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.7947979723242 48.8204223462603),5086
29,1.7947979723242,48.8204223462603,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.7947979723242 48.8204223462603),5211
29,1.7947979723242,48.8204223462603,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.7947979723242 48.8204223462603),5212
29,1.7947979723242,48.8204223462603,Missing,78084,Boissy-sans-Avoir,cemetery,POINT (1.7947979723242 48.8204223462603),5338
30,1.77236287867847,48.8596455514844,Missing,78681,Villiers-le-Mahieu,cemetery,POINT (1.77236287867847 48.8596455514844),4829
30,1.77236287867847,48.8596455514844,Missing,78681,Villiers-le-Mahieu,cemetery,POINT (1.77236287867847 48.8596455514844),4830
30,1.77236287867847,48.8596455514844,Missing,78681,Villiers-le-Mahieu,cemetery,POINT (1.77236287867847 48.8596455514844),4955
30,1.77236287867847,48.8596455514844,Missing,78681,Villiers-le-Mahieu,cemetery,POINT (1.77236287867847 48.8596455514844),4956
31,1.78916090208938,48.9119133187614,Missing,78325,Jumeauville,cemetery,POINT (1.78916090208938 48.9119133187614),5075
31,1.78916090208938,48.9119133187614,Missing,78325,Jumeauville,cemetery,POINT (1.78916090208938 48.9119133187614),5076
31,1.78916090208938,48.9119133187614,Missing,78325,Jumeauville,cemetery,POINT (1.78916090208938 48.9119133187614),5201
31,1.78916090208938,48.9119133187614,Missing,78325,Jumeauville,cemetery,POINT (1.78916090208938 48.9119133187614),5202
32,1.76592207817774,48.9184832010742,Missing,78281,Goussonville,cemetery,POINT (1.76592207817774 48.9184832010742),4697
32,1.76592207817774,48.9184832010742,Missing,78281,Goussonville,cemetery,POINT (1.76592207817774 48.9184832010742),4822
32,1.76592207817774,48.9184832010742,Missing,78281,Goussonville,cemetery,POINT (1.76592207817774 48.9184832010742),4823
32,1.76592207817774,48.9184832010742,Missing,78281,Goussonville,cemetery,POINT (1.76592207817774 48.9184832010742),4949
33,1.76162689692026,48.824139329002,Missing,78265,Garancières,cemetery,POINT (1.76162689692026 48.824139329002),4707
33,1.76162689692026,48.824139329002,Missing,78265,Garancières,cemetery,POINT (1.76162689692026 48.824139329002),4708
33,1.76162689692026,48.824139329002,Missing,78265,Garancières,cemetery,POINT (1.76162689692026 48.824139329002),4833
33,1.76162689692026,48.824139329002,Missing,78265,Garancières,cemetery,POINT (1.76162689692026 48.824139329002),4834
34,1.74240707920686,48.8902596732636,Missing,78300,Hargeville,cemetery,POINT (1.74240707920686 48.8902596732636),4322
34,1.74240707920686,48.8902596732636,Missing,78300,Hargeville,cemetery,POINT (1.74240707920686 48.8902596732636),4448
34,1.74240707920686,48.8902596732636,Missing,78300,Hargeville,cemetery,POINT (1.74240707920686 48.8902596732636),4449
34,1.74240707920686,48.8902596732636,Missing,78300,Hargeville,cemetery,POINT (1.74240707920686 48.8902596732636),4574
35,1.65476573189857,48.8812571847888,Missing,78439,Mulcent,cemetery,POINT (1.65476573189857 48.8812571847888),3063
35,1.65476573189857,48.8812571847888,Missing,78439,Mulcent,cemetery,POINT (1.65476573189857 48.8812571847888),3189
35,1.65476573189857,48.8812571847888,Missing,78439,Mulcent,cemetery,POINT (1.65476573189857 48.8812571847888),3190
35,1.65476573189857,48.8812571847888,Missing,78439,Mulcent,cemetery,POINT (1.65476573189857 48.8812571847888),3315
35,1.65476573189857,48.8812571847888,Missing,78439,Mulcent,cemetery,POINT (1.65476573189857 48.8812571847888),3316
35,1.65476573189857,48.8812571847888,Missing,78439,Mulcent,cemetery,POINT (1.65476573189857 48.8812571847888),3441
36,1.5355396721426,48.9488390377201,Missing,78107,Bréval,cemetery,POINT (1.5355396721426 48.9488390377201),1417
36,1.5355396721426,48.9488390377201,Missing,78107,Bréval,cemetery,POINT (1.5355396721426 48.9488390377201),1418
36,1.5355396721426,48.9488390377201,Missing,78107,Bréval,cemetery,POINT (1.5355396721426 48.9488390377201),1543
36,1.5355396721426,48.9488390377201,Missing,78107,Bréval,cemetery,POINT (1.5355396721426 48.9488390377201),1544
36,1.5355396721426,48.9488390377201,Missing,78107,Bréval,cemetery,POINT (1.5355396721426 48.9488390377201),1669
36,1.5355396721426,48.9488390377201,Missing,78107,Bréval,cemetery,POINT (1.5355396721426 48.9488390377201),1670
37,1.52378856651674,48.933064854847,Missing,78444,Neauphlette,cemetery,POINT (1.52378856651674 48.933064854847),1293
37,1.52378856651674,48.933064854847,Missing,78444,Neauphlette,cemetery,POINT (1.52378856651674 48.933064854847),1294
37,1.52378856651674,48.933064854847,Missing,78444,Neauphlette,cemetery,POINT (1.52378856651674 48.933064854847),1419
37,1.52378856651674,48.933064854847,Missing,78444,Neauphlette,cemetery,POINT (1.52378856651674 48.933064854847),1420
37,1.52378856651674,48.933064854847,Missing,78444,Neauphlette,cemetery,POINT (1.52378856651674 48.933064854847),1545
38,1.93185851656876,48.9298619773553,Missing,78431,Morainvilliers,cemetery,POINT (1.93185851656876 48.9298619773553),6964
38,1.93185851656876,48.9298619773553,Missing,78431,Morainvilliers,cemetery,POINT (1.93185851656876 48.9298619773553),7089
38,1.93185851656876,48.9298619773553,Missing,78431,Morainvilliers,cemetery,POINT (1.93185851656876 48.9298619773553),7090
38,1.93185851656876,48.9298619773553,Missing,78431,Morainvilliers,cemetery,POINT (1.93185851656876 48.9298619773553),7215
38,1.93185851656876,48.9298619773553,Missing,78431,Morainvilliers,cemetery,POINT (1.93185851656876 48.9298619773553),7216
39,2.22654564660167,48.9782320023067,Cimetière nouveau,95252,Franconville,cemetery,POINT (2.22654564660167 48.9782320023067),11116
39,2.22654564660167,48.9782320023067,Cimetière nouveau,95252,Franconville,cemetery,POINT (2.22654564660167 48.9782320023067),11242
39,2.22654564660167,48.9782320023067,Cimetière nouveau,95252,Franconville,cemetery,POINT (2.22654564660167 48.9782320023067),11243
39,2.22654564660167,48.9782320023067,Cimetière nouveau,95252,Franconville,cemetery,POINT (2.22654564660167 48.9782320023067),11368
39,2.22654564660167,48.9782320023067,Cimetière nouveau,95252,Franconville,cemetery,POINT (2.22654564660167 48.9782320023067),11369
40,2.23296464825376,48.978369395677,Cimetière ancien,95252,Franconville,cemetery,POINT (2.23296464825376 48.978369395677),11242
40,2.23296464825376,48.978369395677,Cimetière ancien,95252,Franconville,cemetery,POINT (2.23296464825376 48.978369395677),11243
40,2.23296464825376,48.978369395677,Cimetière ancien,95252,Franconville,cemetery,POINT (2.23296464825376 48.978369395677),11368
40,2.23296464825376,48.978369395677,Cimetière ancien,95252,Franconville,cemetery,POINT (2.23296464825376 48.978369395677),11369
40,2.23296464825376,48.978369395677,Cimetière ancien,95252,Franconville,cemetery,POINT (2.23296464825376 48.978369395677),11494
41,2.37899142037075,48.9995755425765,Missing,95585,Sarcelles,cemetery,POINT (2.37899142037075 48.9995755425765),13256
41,2.37899142037075,48.9995755425765,Missing,95585,Sarcelles,cemetery,POINT (2.37899142037075 48.9995755425765),13381
41,2.37899142037075,48.9995755425765,Missing,95585,Sarcelles,cemetery,POINT (2.37899142037075 48.9995755425765),13382
41,2.37899142037075,48.9995755425765,Missing,95585,Sarcelles,cemetery,POINT (2.37899142037075 48.9995755425765),13508
42,2.34435129196444,48.9899752731049,Missing,95288,Groslay,cemetery,POINT (2.34435129196444 48.9899752731049),12753
42,2.34435129196444,48.9899752731049,Missing,95288,Groslay,cemetery,POINT (2.34435129196444 48.9899752731049),12878
42,2.34435129196444,48.9899752731049,Missing,95288,Groslay,cemetery,POINT (2.34435129196444 48.9899752731049),12879
42,2.34435129196444,48.9899752731049,Missing,95288,Groslay,cemetery,POINT (2.34435129196444 48.9899752731049),13005
43,2.05988344115716,48.999652585411,Missing,78382,Maurecourt,cemetery,POINT (2.05988344115716 48.999652585411),8845
43,2.05988344115716,48.999652585411,Missing,78382,Maurecourt,cemetery,POINT (2.05988344115716 48.999652585411),8846
43,2.05988344115716,48.999652585411,Missing,78382,Maurecourt,cemetery,POINT (2.05988344115716 48.999652585411),8971
43,2.05988344115716,48.999652585411,Missing,78382,Maurecourt,cemetery,POINT (2.05988344115716 48.999652585411),8972
43,2.05988344115716,48.999652585411,Missing,78382,Maurecourt,cemetery,POINT (2.05988344115716 48.999652585411),9098
44,2.24734805752987,48.9225477316246,1re division,92025,Colombes,cemetery,POINT (2.24734805752987 48.9225477316246),11500
44,2.24734805752987,48.9225477316246,1re division,92025,Colombes,cemetery,POINT (2.24734805752987 48.9225477316246),11501
44,2.24734805752987,48.9225477316246,1re division,92025,Colombes,cemetery,POINT (2.24734805752987 48.9225477316246),11626
44,2.24734805752987,48.9225477316246,1re division,92025,Colombes,cemetery,POINT (2.24734805752987 48.9225477316246),11627
45,2.3338574730525,48.9866813433662,Missing,95428,Montmorency,cemetery,POINT (2.3338574730525 48.9866813433662),12627
45,2.3338574730525,48.9866813433662,Missing,95428,Montmorency,cemetery,POINT (2.3338574730525 48.9866813433662),12628
45,2.3338574730525,48.9866813433662,Missing,95428,Montmorency,cemetery,POINT (2.3338574730525 48.9866813433662),12753
45,2.3338574730525,48.9866813433662,Missing,95428,Montmorency,cemetery,POINT (2.3338574730525 48.9866813433662),12754
45,2.3338574730525,48.9866813433662,Missing,95428,Montmorency,cemetery,POINT (2.3338574730525 48.9866813433662),12879
45,2.3338574730525,48.9866813433662,Missing,95428,Montmorency,cemetery,POINT (2.3338574730525 48.9866813433662),12880
46,2.32347512493899,48.9939686780357,Cimetière des Champeaux,95428,Montmorency,cemetery,POINT (2.32347512493899 48.9939686780357),12500
46,2.32347512493899,48.9939686780357,Cimetière des Champeaux,95428,Montmorency,cemetery,POINT (2.32347512493899 48.9939686780357),12501
46,2.32347512493899,48.9939686780357,Cimetière des Champeaux,95428,Montmorency,cemetery,POINT (2.32347512493899 48.9939686780357),12626
46,2.32347512493899,48.9939686780357,Cimetière des Champeaux,95428,Montmorency,cemetery,POINT (2.32347512493899 48.9939686780357),12627
